raw_station_id,canonical_station_id
CHI00629,KA1504000109
CHI00522,13276
CHI00751,RP-007
CHI00958,20.0
CHI00817,20115
CHI01018,502
CHI01460,994
CHI01784,21381
CHI01346,879
CHI00818,20204
CHI01704,1213.0
CHI01560,1100.0
CHI00973,755
CHI00343,TA1307000129
CHI00637,15652
334.0,21334
CHI01744,13016
CHI00627,KA1504000104
CHI01572,1112.0
CHI02247,369
CHI00930,442
CHI00476,13323
503,CHI01285
CHI02033,KA1503000005
CHI00539,16905
CHI01380,914
CHI02049,KA1503000003
CHI01084,803
1108.0,CHI01568
CHI00939,471
CHI01607,1147.0
CHI00634,15648
CHI00347,TA1307000120
24237,CHI01842
CHI00322,13160
CHI01401,935
CHI01546,23119
CHI00792,663
1202.0,CHI01672
CHI00828,20213
CHI01537,1085.0
CHI00659,KA1504000161
CHI00333,13224
CHI00367,TA1305000022
CHI00320,13155
CHI00309,TA1307000149
CHI00524,TA1305000002
CHI00552,15645
CHI01632,1175.0
CHI00365,TA1307000119
CHI00691,16970
329.0,21329
1198.0,CHI01718
346,CHI01925
386,CHI01877
CHI00772,20109
CHI01864,24174
CHI00533,15544
CHI01103,615
CHI00768,644
CHI01283,788
CHI02077,KA1503000012
CHI01525,1073.0
CHI00592,KA1504000130
24200,CHI01926
949,CHI01426
000-CHI01831,24213
Corral 18,CHI01540
CHI01125,699
CHI00479,13163
CHI00901,411
CHI01656,1206.0
CHI00271,TA1307000061
CHI00784,672
21307,CHI00803
CHI00656,15686
CHI02021,chargingstx07
CHI00603,RP-004
CHI01894,401
Corral 20,CHI00963
CHI00219,KA1504000090
CHI01143,525
CHI01533,1081.0
24362,CHI01924
CHI00529,KA1504000143
CHI01751,13034
CHI00886,373
CHI00321,13156
CHI01126,701
CHI00455,13379
CHI00370,15535
809,CHI01029
CHI00359,TA1307000121
CHI01397,931
CHI01613,1155.0
CHI01116,769
CHI01689,1217.0
CHI00410,TA1308000031
CHI01535,1083.0
CHI00547,KA1503000028
CHI01577,1117.0
CHI01050,660
1059,CHI01511
CHI01677,13001
CHI01019,501
CHI00598,16920
CHI01069,549
CHI01601,1141.0
CHI01064,747
CHI01742,13008
21323,CHI00814
CHI01102,816
CHI01787,KA1503000072
1143.0,CHI01603
24243,CHI01885
CHI02045,E014
535,CHI01136
(ARCHIVE)CHI02078,TA1309000007
CHI01487,1033
CHI02080,411
25498,CHI02008
CHI01373,908
CHI00420,TA1308000001
CHI01806,22004
CHI01639,1182.0
CHI00392,TA1308000014
CHI01876,21343
CHI00550,15644
CHI01583,1123.0
CHI01371,906
CHI00593,KA1504000139
CHI01685,1233.0
CHI00735,594
CHI00344,TA1307000115
CHI00501,TA1309000064
CHI01332,720
CHI01153,791
CHI02204,350
CHI01805,23128
CHI01710,1244.0
CHI00243,13150
23124,CHI01781
1061,CHI01513
CHI00352,13307
Corral 9,CHI02036
CHI00820,20202
CHI00617,KA1504000171
CHI00746,631
CHI00830,20120
21375,CHI01886
24332,CHI01943
CHI01664,1196.0
CHI01037,496
CHI00900,350
CHI00722,580
24211,CHI01848
24420,CHI01960
CHI00431,TA1308000046
CHI00391,TA1308000021
CHI00914,429
CHI01186,625
CHI00870,20231
CHI01993,24323
CHI00780,KA1503000018
303,CHI00824
CHI01979,24324
CHI00725,584
CHI01713,1208.0
24432,CHI01965
CHI01571,1111.0
CHI02246,441
CHI00442,13292
CHI01544,23117
CHI01652,1282.0
CHI01468,1013
CHI00845,20235
24244,CHI01841
CHI01300,642
CHI01082,829
CHI01868,21462
CHI00764,618
CHI01680,1266.0
CHI01914,21395
CHI01637,1180.0
CHI00235,TA1307000044
CHI01579,1119.0
CHI00553,TA1305000011
CHI00974,753
CHI00327,TA1309000036
25134,CHI01998
CHI01228,822
CHI01740,1284.0
CHI01796,23137
CHI01684,1238.0
CHI01761,23121
CHI00416,TA1307000131
CHI00791,654
CHI00932,444
CHI00773,655
CHI00879,20238
24261,CHI01958
CHI00599,KA1504000140
CHI01795,23139
CHI00917,391
CHI01342,875
CHI01538,1086.0
CHI00326,KA1503000066
CHI01475,1020
